identifiant,adresse,code_postal,parcours,url_image,copyright_image,legende,categorie,nom_poi,date_saisie,mot_cle,ville,texte_intro,texte_description,url_site,fichier_image,geo_shape,geo_point_2d
poi12-21,,75012,['balade12-3'],,,,cimetière-parc et jardin,Le container Agricool,2019-08-02,"['douzième', 'alternatif', 'culture', 'nature', 'plein air']",Paris,,"Face à la cinémathèque, un container où 4000 m² de fraisiers sont cultivés et gérés par la startup de Gonzague et Guillaume, deux fils d’agriculteurs, qui veulent retrouver la qualité des fruits et légumes sans pesticides de leur enfance. Agricool expérimente de nouvelles solutions de végétalisation en transformant des containers industriels en petites fermes urbaines, et la première se trouve juste devant vous ! Vous pouvez trouver leurs fraises dans certaines grandes surfaces de Paris

Le manège à votre gauche est ouvert les mercredis, samedis, dimanches et jours fériés. Traversez les grandes pelouses et montez les marches de ce drôle d’escalier-cascade, aux côtés duquel l’on trouve des terrains de sport collectif et un terrain de pétanque – une espèce rare à Paris ! 

Dans la continuité de l’escalier, la passerelle Simone de Beauvoir. Du nom de la célèbre romancière et philosophe française, cette passerelle ondulée relie le parvis de la Bibliothèque Nationale de France au Parc de Bercy depuis 2006. Avancez pour avoir une vue d’ensemble de la bibliothèque et de la rive voisine, couverte de transats aux beaux jours !

Le saviez-vous : Trônant en bord de Seine, la Bibliothèque François Mitterrand est le site principal de l’institution (qui en compte sept au total), recueillant 40 millions de documents imprimés issus de collections françaises constituées depuis le Moyen Age. Ces quatre tours angulaires rappelant des livres ouverts constituent la première manifestation de l’architecture minimaliste à une telle échelle. L’oeuvre de Dominique Perrault a obtenu en 1996 le prestigieux Prix Mies van der Rohe, décerné tous les deux ans par l'Union européenne.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.382274386207754, 48.83662722554551], 'type': 'Point'}, 'properties': {}}","{'lon': 2.382274386207754, 'lat': 48.83662722554551}"
poi12-29,14 cour damoye,75011,['balade12-4'],,,,place-rue,La cour Damoye,2019-08-02,"['douzième', 'culture', 'place']",Paris,,"Comme une fissure au beau milieu de cette place agitée, camouflée entre deux cafés, la cour Damoye surprend par son calme et son charme. Autrefois terrain servant de stand de tir aux arquebusiers de Paris, il fut acheté par Pierre Antoine Damoye en 1778 pour y loger des chiffonniers, ferrailleurs et autres artisans, auvergnats pour la plupart. À droite, un monte-charge rappelle le passé industriel du lieu et au fond, une brûlerie de café authentique s’est installée aux côtés de bureaux et ateliers d’artistes.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.370442269295379, 48.854357111764436], 'type': 'Point'}, 'properties': {}}","{'lon': 2.370442269295379, 'lat': 48.854357111764436}"
poi12-39,12 rue de cotte,75012,['balade12-4'],,,,place-rue,La Maison du Bouton,2019-08-02,"['douzième', 'culture', 'plein air', 'commerce']",Paris,"Prenez le temps de flâner dans la rue de Cotte, une des rues les plus animées du quartier, et prenez place en terrasse.","Au n°12, la Maison du Bouton. Cette petite mercerie propose un large choix (le plus grand de toute la région, il semblerait) de boutons de toutes les couleurs et de toutes les formes.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3777699994170547, 48.849519998768905], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3777699994170547, 'lat': 48.849519998768905}"
poi13-7,3 quai panhard et levassor,75013,['balade13-1'],,,,élément d'architecture,L'école d'architecture Paris-Val-de-Seine,2019-08-06,"['treizième', 'architecture', 'culture']",Paris,,"Cette ancienne usine d’air comprimé au look résolument industriel a été construite en 1891. En activité jusqu’en 1994, elle est classée Monument Historique et accueille aujourd’hui l’École nationale supérieure d’architecture de Paris-Val de Seine qui comprend également un nouveau bâtiment de sept étages à côté. Face à l’école, une maison du XIXème siècle a été complètement rénovée pour accueillir le nouveau lieu d’information de la SEMAPA en charge du renouvellement urbain de Paris Rive Gauche.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3852300001742686, 48.82747999880058], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3852300001742686, 'lat': 48.82747999880058}"
poi14-6,26 rue mouton duvernet,75014,['balade14-1'],https://capgeo.sig.paris.fr/PdfEtImages/Balades14e/photos/poi14-6.jpg,©StudioTTG,L'annexe de la mairie du 14ème,élément d'architecture,L'annexe de la mairie du 14ème,2019-07-17,"['architecture', 'culture', 'plein air', 'balade', 'quatorzième']",Paris,,"Elle a fière allure, cette annexe de la Mairie du 14ème arrondissement?! Toute de briques vêtue, elle constitue un témoignage parfait de l’architecture cubique des années 1930. Impressionnant, presque martial, massif, ce bâtiment conçu par l’architecte G. F. Sébille, un spécialiste des bâtiments municipaux, traduit la complexité de la période troublée de l’entre-deux-guerres, Prenez le temps d’admirer les grilles de la porte signées Raymond Subes. Mais ne restez pas dehors?! La décoration intérieure est elle aussi impressionnante?: hall et escalier de marbre, vitraux, sans oublier les bas-relief signés Raymond Delamarre. Ne ratez pas à l’étage la salle des fêtes avec son magnifique vitrail de Louis Barillet et ses fresques murales de l’entre-deux guerre. Notez que des expositions gratuites très intéressantes y sont souvent proposées.",,"{'exif_orientation': 1, 'thumbnail': True, 'filename': 'poi14-6.jpg', 'width': 5867, 'format': 'JPEG', 'etag': '""ba5b6de3423ed51:0""', 'mimetype': 'image/jpeg', 'id': '759be94c08dbfe4882c9aff71c020837', 'last_synchronized': '2019-09-18T08:05:42.616980', 'color_summary': ['rgba(82, 121, 172, 1.00)', 'rgba(164, 161, 151, 1.00)', 'rgba(126, 116, 103, 1.00)'], 'height': 3911, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/759be94c08dbfe4882c9aff71c020837'}","{'type': 'Feature', 'geometry': {'coordinates': [2.325579999522021, 48.83254999966894], 'type': 'Point'}, 'properties': {}}","{'lon': 2.325579999522021, 'lat': 48.83254999966894}"
poi13-10,passerelle simone de beauvoir,75013,['balade13-1'],,,,place-rue,La passerelle Simone de Beauvoir,2019-08-06,"['treizième', 'culture', 'plein air']",Paris,,"Cette passerelle ondulée baptisée du nom de la romancière et philosophe Simone de Beauvoir relie le parvis de la BnF au Parc de Bercy. Avancez pour avoir une vue d’ensemble de la bibliothèque et de la rive. Vous pouvez apercevoir la piscine flottante Joséphine Baker et d’autres péniches abritant bars et boîtes de nuit très prisés de la jeunesse parisienne. Profitez du point de vue qu’offre la passerelle pour choisir votre transat, aux beaux jours les quais en sont couverts !",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3780599999262124, 48.835259999046244], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3780599999262124, 'lat': 48.835259999046244}"
poi12-30,2 rue de la roquette,75011,['balade12-4'],,,,place-rue,Le passage du cheval blanc,2019-08-02,"['douzième', 'culture', 'passage']",Paris,,"Ce passage pavé qui dessert des immeubles de trois étages est plus original qu’il n’y paraît. Vous remarquerez que chacune des cours porte un nom de mois, de janvier à juin. Ce labyrinthe de petites cours abritait un dépôt de bois pour les ébénistes et menuisiers du coin et est aujourd’hui investi par des bureaux et des agences",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3711400000149756, 48.85335999933171], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3711400000149756, 'lat': 48.85335999933171}"
poi12-32,60 rue du faubourg saint-antoine,75012,['balade12-4'],,,,place-rue,Cour du Bel air,2019-08-02,"['douzième', 'culture', 'plein air', 'architecture']",Paris,,"Cour du Bel-air. Couverte de vignes, cette belle cour pavée abritait sans doute une maison de maître datant de la fin du XVIIème siècle. Des bâtiments ont été ajoutés et loués à des artisans chaudronniers.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.373389990238943, 48.85195555711864], 'type': 'Point'}, 'properties': {}}","{'lon': 2.373389990238943, 'lat': 48.85195555711864}"
poi12-33,18 passage du chantier,75012,['balade12-4'],,,,place-rue,Le passage du Chantier,2019-08-02,"['douzième', 'culture', 'plein air', 'architecture', 'artisanat']",Paris,,Engouffrez-vous dans cette ruelle pittoresque où les fabricants de meubles et tapissiers n’ont pas dit leur dernier mot. Ce passage coloré est ponctué d’œuvres de street art ainsi que de jolies vitrines et courettes d’exposition.,,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3734705936316844, 48.85152177241078], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3734705936316844, 'lat': 48.85152177241078}"
poi13-23,10 rue daviel,75013,['balade13-2'],,,,place-rue,La petite Alsace et la Villa Daviel,2019-08-06,"['treizième', 'architecture', 'plein air', 'culture']",Paris,,"Après tant de merveilles architecturales, la Petite Alsace a encore de quoi vous surprendre. Cet ensemble de pavillons ouvriers a été construit en 1912 dans un style « alsacien », avec briques et colombages. Surplombant la Petite Alsace et perchée au-dessus de garages, la Petite Russie hébergeait les employés d’une société de taxis, russes pour la plupart. Ce lieu paisible et très intriguant est ouvert au public en de rares occasions mais ses toits pointus sont visibles depuis le fond de la Villa Daviel.
La Villa Daviel perpendiculaire à la rue éponyme a, elle aussi, de quoi nous faire envier. Cette voie calme et végétale ouverte la même année rappelle le charme des banlieues cossues.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3463216379977996, 48.82779208954356], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3463216379977996, 'lat': 48.82779208954356}"
poi14-29,29 rue campagne-première,75014,['balade14-2'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,élément d'architecture,Le 29 rue Campagne-Première,2019-07-17,"['architecture', 'artistes', 'balade', 'quatorzième']",Paris,"Bienvenue rue Campagne-Première, bienvenue dans LA rue du Montparnasse des Montparnos. C’est bien simple, tous les plus grands semblent avoir décidé de poser un jour leurs pinceaux ou leur plume dans l’un des ateliers de cette rue mythique. On vous emmène??","Il existe toujours, l’hôtel Istria, avec sa jolie marquise. Mais il est bien plus chic qu’au début du XXème siècle, quand les artistes sans le sou y louaient des chambres au mois. Sur sa guest-list?? Rainer Maria Rilke (croisé au n°9), Marcel Duchamp, Francis Picabia, Kiki de Montparnasse, Tristan Tzara, Éric Satie, Elsa Triolet (avant sa rencontre avec Louis Aragon) ou Man Ray y séjournèrent. Et vous, pour, peut-être, retrouver l’esprit des Montparnos??",,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3315830217977305, 48.839100016625395], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3315830217977305, 'lat': 48.839100016625395}"
poi14-5,2 place denfert-rochereau,75014,['balade14-1'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,musée-lieu culturel,"Les pavillons Ledoux et le musée de la Libération de Paris, musée du Général Leclerc, musée Jean Moulin",2019-07-17,"['architecture', 'culture', 'musée', 'quatorzième']",Paris,"Le Musée de la Libération de Paris résidait jusqu’à présent au-dessus de la Gare Montparnasse. Il ouvrira le 27 août 2019 place Denfert-Rochereau, installé dans les Pavillons Ledoux qui ponctuent la place.","Les pavillons hier : Bâtis en 1787 par l’architecte Claude-Nicolas Ledoux, les «?Pavillons Ledoux?» constituent en réalité un vestige de portes du mur des Fermiers Généraux qui encerclait Paris. Ces portes avaient pour fonction de récolter l’Octroi – la taxe sur l’entrée des marchandises dans la capitale. Pour la petite histoire, Ledoux a réalisé de nombreuses autres portes?: Belleville, Montreuil, Montmartre, Charenton, Ménilmontant, Reuilly, École militaire… A chaque fois, une revisite du style classique avec colonnes, frontons et arcades.
Les pavillons demain
Entièrement rénovés, repensés, réhabilités, ces pavillons accueilleront à l’est l’entrée des Catacombes, à l’ouest le nouveau Musée dès le 27 août 2019, à l’occasion du 75e anniversaire de la libération de Paris",http://www.museesleclercmoulin.paris.fr/,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.332506349154608, 48.83463555607747], 'type': 'Point'}, 'properties': {}}","{'lon': 2.332506349154608, 'lat': 48.83463555607747}"
poi12-3,1b rue daumesnil,75012,['balade12-1'],,,,commerce,La Fabrique Nomade,2019-08-02,"['art', 'douzième', 'culture', 'fabrique']",Paris,,"Dans la vitrine, des objets uniques fabriqués par des artistes au destin singulier : des migrants qui ont quitté leur pays mais qui n’ont pas perdu ce qu’ils sont. L’association a gagné en 2018 le premier prix de l’univers de la maison du label « Fabriqué à Paris », lancé par la Ville pour dynamiser l’artisanat parisien. L’enfilade de boutiques et ateliers du Viaduc des Arts est à découvrir à travers la Balade « Village des savoir-faire ».",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3715400005969967, 48.84917999920007], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3715400005969967, 'lat': 48.84917999920007}"
poi12-11,promenade maurice boitel,75012,['balade12-2'],,,,cimetière-parc et jardin,Le Lac Daumesnil,2019-08-02,"['douzième', 'nature', 'lac', 'plein air']",Paris,,"Aux abords du lac, une cahute propose la location de jolies barques colorées pour faire le tour du lac (45 minutes en ramant tranquillement), ou faire la sieste à bord, là où le vent vous mènera. Pour les marcheurs qui veulent découvrir l’Île de Bercy juste en face, payez un euro pour une traversée accompagnée. Le parc de l’île, composé selon un style romantique, abrite plusieurs arbres remarquables datant du XIXème. L’île de Reuilly reliée par un pont suspendu, arbore elle aussi un style Second Empire typique avec une grotte et un kiosque romantique inspiré d’un temple italien que vous pourrez apercevoir depuis votre barque.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.409930002737553, 48.8330799981141], 'type': 'Point'}, 'properties': {}}","{'lon': 2.409930002737553, 'lat': 48.8330799981141}"
poi14-21,100 rue d'assas,75006,['balade14-2'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,musée-lieu culturel,Le musée Zadkine,2019-07-17,"['musée', 'culture', 'balade', 'quatorzième']",Paris,"Démarrons tout en douceur cette promenade dans le Montparnasse des artistes avec la découverte d’un trésor caché, le Musée Zadkine","Entrez, poussez les grilles de cette jolie maison du XVIIIème siècle, vous voilà dans la résidence d’Ossip Zadkine, sculpteur d’origine russe, figure essentielle de l’Ecole de Paris, proche de Picasso, Modigliani ou Brancusi et élément-clé du Montparnasse vibrionnant des artistes. On parie que vous allez tomber amoureux de cette adorable maison (une ancienne dépendance du couvent Notre-Dame de Sion) qu’il habita dès 1910 avec son épouse Valentine Prax. Vous aimerez peut-être même encore plus son jardin caché, inespéré, peuplé de statues dont l’artiste aurait lui-même choisi l’emplacement. Notez que l’accès aux collections permanentes (et au jardin) est gratuit.",http://www.zadkine.paris.fr/,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.334083022257569, 48.843070016755625], 'type': 'Point'}, 'properties': {}}","{'lon': 2.334083022257569, 'lat': 48.843070016755625}"
poi14-25,9 rue campagne-première,75014,['balade14-2'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,élément d'architecture,Le 9 rue Campagne-Première,2019-07-17,"['architecture', 'artistes', 'balade', 'quatorzième']",Paris,"Bienvenue rue Campagne-Première, bienvenue dans LA rue du Montparnasse des Montparnos. C’est bien simple, tous les plus grands semblent avoir décidé de poser un jour leurs pinceaux ou leur plume dans l’un des ateliers de cette rue mythique. On vous emmène??","C’est l’ancienne «?Cité des artistes?». Un véritable petit village au cœur de la rue Campagne-Première et 128 ateliers construits à partir de matériaux provenant des bâtiments de l’Exposition universelle de 1889. La Cité des artistes abrita la créativité de grands noms parmi lesquels les peintres Léonard Foujita (jusqu’en 1917), Giorgio de Chirico, Amedeo Modigliani, Vassili Kandinsky, Max Ernst, Joan Miró, Alberto Giacometti ou encore l’écrivain Reiner Maria Rilke",,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3329898318605866, 48.84001840448586], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3329898318605866, 'lat': 48.84001840448586}"
poi14-52,71 rue raymond losserand,75014,['balade14-3'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,musée-lieu culturel,L'Allée du Château-ouvrier,2019-07-17,"['artistes', 'village', 'flanerie', 'quatorzième', 'balade']",Paris,,"Vous attendiez-vous à un château, dans ce 14ème aux racines industrieuses?? Sans doute pas?! Par contre, un «?château-ouvrier?», cela sonne déjà plus juste. Construite par Louis Gauche en 1891, à la demande de femmes d’industriels puissants, cette imposante bâtisse logeait à l’origine des familles d’ouvriers aux revenus modestes, offrant à chaque étage, huit appartements de deux pièces possédant leurs propres toilettes. Le luxe. Palais social ou «?château-ouvrier?», aujourd’hui réhabilité, ce beau bâtiment perpétue sa vocation humaniste en accueillant des logements sociaux et de nombreuses associations. Notez également les ateliers d’artistes qui l’entourent.",,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3185999996558766, 48.83416000004749], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3185999996558766, 'lat': 48.83416000004749}"
poi14-61,23 allée de la deuxième division blindée,75015,['balade14-4'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,musée-lieu culturel,L'Oasis,2019-07-17,"['flanerie', 'alternatif', 'balade', 'quatorzième']",Paris,,"On parie que vous allez aimer prendre le temps de vivre à L’Oasis. Installé très prochainement dans les anciens murs du Musée de la Libération, au-dessus de la Gare Montparnasse (le musée a déménagé place Denfert Rochereau - on vous raconte tout dans notre Balade des Savoirs), ce tiers-lieu vous accueille(ra) pour un café, un repas délicieux et solidaire ou une activité de loisirs qui a du sens. Mais un tiers-lieu, qu’est-ce donc?? C’est un lieu de partage, de rencontres, d’innovation et d’entreprenariat. C’est un endroit où les gens, les cultures et les expertises cohabitent. Poussez la porte, respirez, on parie que vous serez séduits?!",,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3191102939978094, 48.83983496746535], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3191102939978094, 'lat': 48.83983496746535}"
poi14-78,42 square de montsouris,75014,['balade14-5'],https://capgeo.maps.arcgis.com/sharing/rest/content/items/7a34d77806a44be592fa49079c2ab97c/data,,,élément d'architecture,Le 42 square de Montsouris,2019-07-17,"['espace vert', 'plein air', 'balade', 'quatorzième', 'famille']",Paris,"Le square Montsouris, ce sont 62 maisons dont 28 (en briques rouges ou ocres) furent à l’origine construites pour des ménages à faibles revenus. Le reste étant constitué d’ateliers d’artistes et de villas bucoliques aux styles étonnants, entre Art Nouveau et Art Déco.","Jetez un œil à cette maison, le 42, signée J. Déchelette, elle séduit avec ses angles purs soulignés de bleu.",,"{'thumbnail': True, 'filename': 'vide.png', 'width': 10, 'format': 'PNG', 'etag': '""161453236ecfa815b9f79464e7172304""', 'mimetype': 'image/png', 'id': '9901387cfa2f790817d74faf721f7fa0', 'last_synchronized': '2019-10-30T08:50:22.338577', 'color_summary': [], 'height': 10, 'url': 'https://opendata.paris.fr/api/explore/v2.1/catalog/datasets/paris-autrement-balades-dans-les-arrondissements-peripheriques-poi/files/9901387cfa2f790817d74faf721f7fa0'}","{'type': 'Feature', 'geometry': {'coordinates': [2.3332855707841933, 48.823696804492876], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3332855707841933, 'lat': 48.823696804492876}"
poi12-14,1 route du pesage,75012,['balade12-2'],,,,cimetière-parc et jardin,La Ferme de Paris,2019-08-02,"['douzième', 'plein air', 'parc', 'ferme', 'famille', 'nature']",Paris,,"Cette exploitation gérée par la Ville vous fera découvrir les cultures et les élevages traditionnels d’Île de France, le tout dans le respect de l’environnement : l’agriculture est certifiée biologique ! Le bien-être animal est lui aussi primordial. Les prairies, espaces potagers et les vergers sont des lieux d’expérimentation pour le développement de l’agriculture urbaine et l’éco-pâturage. Venez le week-end pour assister aux travaux de la ferme ou en semaine pour participer à un atelier, une formation ou une conférence.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.444537054600198, 48.82271153957232], 'type': 'Point'}, 'properties': {}}","{'lon': 2.444537054600198, 'lat': 48.82271153957232}"
poi12-36,18 passage de la main dor,75012,['balade12-4'],,,,place-rue,Le passage et la rue de la main d'or,2019-08-02,"['douzième', 'culture', 'plein air', 'architecture', 'artisanat']",Paris,,"Ce passage pavé ne manque pas de charme ni d’histoire. Le peintre Claude Lagoutte y vécu. Levez les yeux au n°18, un bas-relief représente un ébéniste au travail. Quelques mètres plus loin, au n°15, se trouve la Cité Dupuy datant de 1880. Le porche, très travaillé et comportant une fenêtre en demi-lune, est surmonté d’un visage sculpté représentant Mercure, le dieu du commerce dans la mythologie romaine. Plusieurs ateliers ont survécu et aujourd’hui, le théâtre de la Main d’Or partage la même adresse. 

Continuez dans la rue de la Main d’Or et arrêtez-vous devant la devanture du bistrot « à l’ami Pierre ». L’inscription « A l’ancien rebouteux » indique la présence, autrefois, d’un guérisseur… À l’angle de la rue Trousseau, un magnifique immeuble de style Art Nouveau arbore des tournesols, feuilles et insectes sculptés sur sa façade. Tournez à droite dans le passage Saint-Bernard, sans oublier de jeter un œil au mur végétal. Traversez la rue du Faubourg Saint Antoine et rejoignez la rue d’Aligre.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3785000002385166, 48.852739998711094], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3785000002385166, 'lat': 48.852739998711094}"
poi12-45,53 rue de lyon,75012,['balade12-4'],,,,commerce,La librairie d’occasion La Sirène,2019-08-02,"['douzième', 'culture', 'commerce']",paris,,"Pour terminer, arrêtez-vous à la librairie La Sirène. Ce lieu incroyable regorge de livres, du sol au plafond, et les plus beaux paradent même sur le trottoir. Cette caverne d’Ali Baba peut sembler poussiéreuse, pourtant les livres, neufs (à prix très réduits) et d’occasion, sont très soigneusement rangés et emballés par le gérant de la boutique, qui saura pour sûr répondre à vos requêtes littéraires les plus farfelues. Notez qu’il existe une sélection de livres en anglais",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3704699994499867, 48.8498699991468], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3704699994499867, 'lat': 48.8498699991468}"
poi13-6,8 rue nicole-reine lepaute,75013,['balade13-1'],,,,élément d'architecture,Projet Home et la tour M6B2,2019-08-06,"['treizième', 'architecture', 'culture']",Paris,,"Vous ne pouvez pas les louper. Ces tours de logements détonnent bien avec la conformité des façades glacées de l’avenue. Ici, on a comme « superposé des maisons » sur 50 mètres, soit sur 13 et 16 étages qui se partagent entre logements sociaux et en accession. Remarquez aussi la « tour de la biodiversité » (tour M6B2) à côté, qui verra surgir des touffes de végétation sur sa résille métallique. L’idée est que la tour devienne ensuite semencière grâce à sa hauteur et aux vents qui diffuseront les graines. En cours, le projet colossal de la tour Duo signée Jean Nouvel culminera jusqu’à 180 mètres.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.380999999987317, 48.82639999940256], 'type': 'Point'}, 'properties': {}}","{'lon': 2.380999999987317, 'lat': 48.82639999940256}"
poi13-9,15 rue thomas-mann,75013,['balade13-1'],,,,cimetière-parc et jardin,Le jardin Abbé-Pierre,2019-08-06,"['treizième', 'jardin', 'nature', 'plein air']",Paris,"Le quartier que vous traversez est né dans le cadre de l’opération d’urbanisme Paris Rive Gauche. Construits sous forme d’îlots ouverts, les immeubles de logement ont poussé tout autour de l’Université Paris Diderot : les architectes ont pu déployer toute leur créativité sur les quatre façades de ces immeubles isolés au style toujours inattendu.","Très prisé par les étudiants à l’heure du déjeuner, le jardin Abbé-Pierre est un véritable cocon de verdure idéal pour se détendre.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3804466223775553, 48.82985608165294], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3804466223775553, 'lat': 48.82985608165294}"
poi13-17,21 rue de la butte-aux-cailles,75013,['balade13-2'],,,,commerce,Les Abeilles,2019-08-06,"['treizième', 'quartier', 'commerce', 'artisanat']",Paris,"Cette rue est le cœur battant du quartier avec ses nombreux cafés, bars et restaurants à la fois traditionnels et branchés. Quelques boutiques singulières ont retenu notre attention :","Découvrez aux Abeilles une petite boutique tenue par un apiculteur qui propose du miel issu de ses ruches installées aux quatre coins de la région parisienne. Sans oublier des savons, bonbons, moutardes et pain d’épices…",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.3496520992164287, 48.82765190945025], 'type': 'Point'}, 'properties': {}}","{'lon': 2.3496520992164287, 'lat': 48.82765190945025}"
poi13-31,81 boulevard vincent auriol,75013,['balade13-3'],,,,place-rue,La Madre Secular 2,2019-08-06,"['treizième', 'streetart', 'culture']",Paris,,"Juste devant vous, une fresque bicolore hypnotisante du street artiste chilien INTI. Cette représentation laïque de la Madone mêle le sacré à la Nature avec une couronne de fleurs doublée d’une auréole de roses. Des constellations et galaxies couvrent le violet profond de ses gants et la pomme de Newton semble remplacer celle de la bible comme une allégorie à l’ère du scepticisme. Tournez immédiatement à droite dans la rue du Chevaleret et profitez du calme. Vous pouvez commencer à apercevoir les façades des immeubles ultra-contemporains du nouveau quartier Paris Rive Gauche. Au 93 de la rue, une fresque de l’artiste espagnol Gonzalo Borando représente les « Trois Ages », où chaque génération préserve la suivante.",,,"{'type': 'Feature', 'geometry': {'coordinates': [2.367260000153858, 48.834489998975435], 'type': 'Point'}, 'properties': {}}","{'lon': 2.367260000153858, 'lat': 48.834489998975435}"
